Data Group,Run,Specimen/Site ID,Specimen or Site Description,Time Scan Start,Time Scan End,Midpoint of Scan Time,"Scan 
Context",Motion Correction,Include in Analysis?,Fiber ID,Da Vinci  Used,Sealing type ,"Bursting
left/ right*
[mmHg]",Other Notes,Energy Applied?,Energy Instrument,Power Delivered,Duration,Time Energy Was Applied,Delta Between Cautery Time and Scan Time,Data Channels Used,BG to Use,Reference Frame,Histopathology Registered?,Annotation Tool?,Deconvolution Performed?,Position Corrected?,,Raw data file,Background file,Deconvolution File,Text File,Video Path,Non-MC Corrected Positions,Refined Positions,Annotation File
TORS,30,,,15:47,15:48,15:47,In Vivo,Not Needed,,G004X,SP,,,Revisit BOT Post-Cautery,Yes - Before Scan,,"Max Energies: Three one second cautries of 63W, 30W, and 43 W.",,,,"[CH1, CH2, CH4]",Bkg2,421,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_30.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background02.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run30.avi,,,
TORS,31,,,15:48,15:49,15:48,In Vivo,[Needs MC],,G004X,SP,,,Revisit BOT Post-Cautery,Yes - Before Scan,,"Max Energies: Three one second cautries of 63W, 30W, and 43 W.",,,,"[CH1, CH2, CH3]",Bkg2,543,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_31.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background02.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run31.avi,,,
TORS,32,,,15:53,15:54,15:53,In Vivo,Not Needed,,G004X,SP,,,Oral Tongue Incisional Biopsy,Yes - Before Scan,,,,,,"[CH1, CH2, CH3]",Bkg6,1386,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_32.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background06.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\DECONVOLVED_FILES\2023_03_22_TORS_32.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run32.avi,,,
TORS,33,,,15:55,15:56,15:55,In Vivo,Not Needed,,G004X,SP,,,Oral Tongue Incisional Biopsy,Yes - Before Scan,,,,,,"[CH1, CH2, CH4]",Bkg6,1063,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_33.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background06.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\DECONVOLVED_FILES\2023_03_22_TORS_33.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run33.avi,,,
TORS,34,,,15:56,15:56,15:56,In Vivo,[Needs MC],,G004X,SP,,,Revisit Post-Cautery Palate (Area 1),Yes - Before Scan,,39W Cautery Effect 2,,,,"[CH1, CH2, CH4]",Bkg6,411,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_34.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background06.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run34.avi,,,
TORS,35,,,15:57,15:57,15:57,In Vivo,Not Needed,,G004X,SP,,,Revisit Post-Cautery Palate (Area 1),Yes - Before Scan,,39W Cautery Effect 2,,,,"[CH1, CH2, CH4]",Bkg6,587,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_35.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background06.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run35.avi,,,
TORS,36,,,15:57,15:58,15:57,In Vivo,Not Needed,,G004X,SP,,,Revisit Post-Cautery Palate (Area 1),Yes - Before Scan,,39W Cautery Effect 2,,,,"[CH1, CH2, CH3]",Bkg6,634,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_36.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background06.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run36.avi,,,
TORS,37,,,15:58,15:59,15:58,In Vivo,Not Needed,,G004X,SP,,,Palate Post-Catuery (Area 2). No Baseline?,Yes - Before Scan,,"Max Energies: 83W 1 Sec 1st Part, 87 W 2 Sec 2nd part, 42 W 3 Sec 3rd part",,,,"[CH1, CH2, CH3]",Bkg6,426,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_37.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background06.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run37.avi,,,
TORS,38,,,15:59,16:00,15:59,In Vivo,Not Needed,,G004X,SP,,,Palate Post-Catuery (Area 2). No Baseline?,Yes - Before Scan,,"Max Energies: 83W 1 Sec 1st Part, 87 W 2 Sec 2nd part, 42 W 3 Sec 3rd part",,,,"[CH1, CH2, CH4]",Bkg6,461,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_38.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background06.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run38.avi,,,
TORS,39,,,16:01,16:01,16:01,In Vivo,Not Needed,,G004X,SP,,,Revist Oral Tongue Incisional Biopsy,Yes - Before Scan,,,,,,"[CH1, CH2, CH4]",Bkg6,421,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_39.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background06.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run39.avi,,,
TORS,40,,,16:02,16:03,16:02,In Vivo,Not Needed,,G004X,SP,,,Revist Oral Tongue Incisional Biopsy,Yes - Before Scan,,,,,,"[CH1, CH2, CH3]",Bkg6,395,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_40.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background06.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run40.avi,,,
TORS,41,,,16:04,16:04,16:04,In Vivo,Not Needed,,G004X,SP,,,Revisit BOT Post-Cautery,Yes - Before Scan,,"Max Energies: Three one second cautries of 63W, 30W, and 43 W.",,,,"[CH1, CH2, CH3]",Bkg6,471,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_41.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background06.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run41.avi,,,
TORS,42,,,16:04,16:05,16:04,In Vivo,Not Needed,,G004X,SP,,,Revisit BOT Post-Cautery,Yes - Before Scan,,"Max Energies: Three one second cautries of 63W, 30W, and 43 W.",,,,"[CH1, CH2, CH4]",Bkg6,472,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_42.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background06.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run42.avi,,,
TORS,43,,,16:09,16:09,16:09,In Vivo,Not Needed,Discard,G004X,SP,,,,,,,,,,Discard,Bkg9,21,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TORS,44,,,16:11,16:12,16:11,In Vivo,Not Needed,,G004X,SP,,,Revist Oral Tongue Incisional Biopsy,Yes - Before Scan,,,,,,"[CH1, CH2, CH4]",Bkg10,784,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_44.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background10.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\DECONVOLVED_FILES\2023_03_22_TORS_44.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run44.avi,,,
TORS,45,,,16:12,16:13,16:12,In Vivo,Not Needed,,G004X,SP,,,Revist Oral Tongue Incisional Biopsy,Yes - Before Scan,,,,,,"[CH1, CH2, CH3]",Bkg10,1174,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_45.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background10.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\DECONVOLVED_FILES\2023_03_22_TORS_45.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run45.avi,,,
TORS,46,,,16:14,16:15,16:14,In Vivo,Not Needed,,G004X,SP,,,Revisit Post-Cautery Palate (Area 1),Yes - Before Scan,,39W Cautery Effect 2,,,,"[CH1, CH2, CH3]",Bkg10,619,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_46.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background10.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run46.avi,,,
TORS,47,,,16:16,16:16,16:16,In Vivo,Not Needed,,G004X,SP,,,Revisit Post-Cautery Palate (Area 1),Yes - Before Scan,,39W Cautery Effect 2,,,,"[CH1, CH2, CH4]",Bkg10,591,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_47.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background10.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run47.avi,,,
TORS,48,,,16:17,16:18,16:17,In Vivo,Not Needed,,G004X,SP,,,Revisit Post-Cautery Palate (Area 2),Yes - Before Scan,,"Max Energies: 83W 1 Sec 1st Part, 87 W 2 Sec 2nd part, 42 W 3 Sec 3rd part",,,,"[CH1, CH2, CH4]",Bkg10,603,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_48.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background10.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run48.avi,,,
TORS,49,,,16:18,16:19,16:18,In Vivo,Not Needed,,G004X,SP,,,Revisit Post-Cautery Palate (Area 2),Yes - Before Scan,,"Max Energies: 83W 1 Sec 1st Part, 87 W 2 Sec 2nd part, 42 W 3 Sec 3rd part",,,,"[CH1, CH2, CH3]",Bkg10,521,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_49.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background10.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run49.avi,,,
TORS,50,,,16:36,16:37,16:36,In Vivo,Not Needed,,G004X,SP,,,Revisit BOT Post-Cautery,Yes - Before Scan,,"Max Energies: Three one second cautries of 63W, 30W, and 43 W.",,,,"[CH1, CH2, CH3]",Bkg12,355,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_50.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background12.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run50.avi,,,
TORS,51,,,16:37,16:38,16:37,In Vivo,Not Needed,,G004X,SP,,,Revisit BOT Post-Cautery,Yes - Before Scan,,"Max Energies: Three one second cautries of 63W, 30W, and 43 W.",,,,"[CH1, CH2, CH4]",Bkg12,811,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_51.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background12.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run51.avi,,,
TORS,52,,,16:39,16:40,16:39,In Vivo,Not Needed,,G004X,SP,,,Revist Oral Tongue Incisional Biopsy,Yes - Before Scan,,,,,,"[CH1, CH2, CH4]",Bkg12,541,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_52.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background12.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\DECONVOLVED_FILES\2023_03_22_TORS_52.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run52.avi,,,
TORS,53,,,16:41,16:42,16:41,In Vivo,Not Needed,,G004X,SP,,,Revist Oral Tongue Incisional Biopsy,Yes - Before Scan,,,,,,"[CH1, CH2, CH3]",Bkg12,604,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_53.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background12.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\DECONVOLVED_FILES\2023_03_22_TORS_53.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run53.avi,,,
TORS,54,,,16:43,16:43,16:43,In Vivo,Not Needed,,G004X,SP,,,Revisit Post-Cautery Palate (Area 1),Yes - Before Scan,,39W Cautery Effect 2,,,,"[CH1, CH2, CH3]",Bkg12,742,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_54.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background12.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run54.avi,,,
TORS,55,,,16:44,16:45,16:44,In Vivo,Not Needed,,G004X,SP,,,Revisit Post-Cautery Palate (Area 1),Yes - Before Scan,,39W Cautery Effect 2,,,,"[CH1, CH2, CH4]",Bkg12,791,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_55.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background12.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run55.avi,,,
TORS,56,,,16:46,16:46,16:46,In Vivo,Not Needed,,G004X,SP,,,Revisit Post-Cautery Palate (Area 2),Yes - Before Scan,,"Max Energies: 83W 1 Sec 1st Part, 87 W 2 Sec 2nd part, 42 W 3 Sec 3rd part",,,,"[CH1, CH2, CH4]",Bkg12,810,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_56.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background12.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run56.avi,,,
TORS,57,,,16:47,16:47,16:47,In Vivo,Not Needed,,G004X,SP,,,Revisit Post-Cautery Palate (Area 2),Yes - Before Scan,,"Max Energies: 83W 1 Sec 1st Part, 87 W 2 Sec 2nd part, 42 W 3 Sec 3rd part",,,,"[CH1, CH2, CH3]",Bkg12,551,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_57.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background12.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run57.avi,,,
TORS,58,,,16:48,16:48,16:48,In Vivo,Not Needed,,G004X,SP,,,Revisit BOT Post-Cautery,Yes - Before Scan,,"Max Energies: Three one second cautries of 63W, 30W, and 43 W.",,,,"[CH1, CH2, CH3]",Bkg12,790,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_58.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background12.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run58.avi,,,
TORS,59,,,16:49,16:49,16:49,In Vivo,Not Needed,,G004X,SP,,,Revisit BOT Post-Cautery,Yes - Before Scan,,"Max Energies: Three one second cautries of 63W, 30W, and 43 W.",,,,"[CH1, CH2, CH4]",Bkg12,552,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_59.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background12.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run59.avi,,,
